datetime,longitude,latitude,water_level
2019-03-13 13:24:30.249,12.805398,55.309194,0.233
2019-03-23 11:22:55.890,12.489046,55.501174,0.24
2019-03-23 11:22:56.909,12.553045,55.463197,0.254
2019-03-23 11:22:57.927,12.616914,55.425182,0.23
2019-03-23 11:22:58.946,12.680652,55.387128,0.22
2019-03-23 11:22:59.965,12.744259,55.349037,0.153
2019-03-23 11:23:00.983,12.807737,55.310907,0.194
2019-04-02 09:21:26.614,12.494786,55.501015,0.552
2019-04-02 09:21:27.633,12.558781,55.463038,0.559
2019-04-02 09:21:28.652,12.622646,55.425023,0.569
2019-04-02 09:21:29.671,12.68638,55.38697,0.568
2019-04-02 09:21:30.689,12.749983,55.348879,0.525
2019-04-02 09:21:31.708,12.813457,55.31075,0.542
2019-04-22 05:18:28.989,12.497507,55.499518,0.061
2019-04-22 05:18:30.007,12.561498,55.461546,0.048
2019-04-22 05:18:31.026,12.625359,55.423536,0.029
2019-04-22 05:18:32.045,12.689089,55.385488,0.067
2019-04-22 05:18:33.063,12.752689,55.347402,0.11
2019-04-22 05:18:34.082,12.816159,55.309279,0.103
2019-05-02 03:17:01.140,12.495021,55.498481,-0.1
2019-05-02 03:17:02.158,12.559009,55.46051,-0.092
2019-05-02 03:17:03.177,12.622865,55.422501,-0.143
2019-05-02 03:17:04.196,12.686592,55.384454,-0.105
2019-05-02 03:17:05.215,12.750188,55.346369,-0.252
2019-05-02 03:17:06.233,12.813654,55.308246,-0.014
2019-05-12 01:15:33.181,12.493406,55.498511,0.299
2019-05-12 01:15:34.199,12.557391,55.460539,0.281
2019-05-12 01:15:35.218,12.621246,55.422529,0.289
2019-05-12 01:15:36.237,12.684969,55.38448,0.273
2019-05-12 01:15:37.255,12.748563,55.346394,0.291
2019-05-12 01:15:38.274,12.812026,55.30827,0.337
2019-05-21 23:14:05.184,12.490396,55.500711,0.289
2019-05-21 23:14:06.203,12.554385,55.462738,0.272
2019-05-21 23:14:07.221,12.618243,55.424727,0.325
2019-05-21 23:14:08.240,12.681971,55.386678,0.303
2019-05-21 23:14:09.259,12.745568,55.34859,0.28
2019-05-21 23:14:10.277,12.809035,55.310465,0.389
2019-06-10 19:11:09.433,12.489552,55.50117,0.373
2019-06-10 19:11:10.452,12.553542,55.463193,0.41
2019-06-10 19:11:11.471,12.617402,55.425178,0.368
2019-06-10 19:11:12.489,12.68113,55.387124,0.461
2019-06-10 19:11:13.508,12.744729,55.349033,0.406
2019-06-10 19:11:14.527,12.808197,55.310904,0.419
2019-06-20 17:09:41.200,12.488568,55.501198,0.234
2019-06-20 17:09:42.218,12.552562,55.463221,0.182
2019-06-20 17:09:43.237,12.616424,55.425205,0.204
2019-06-20 17:09:44.256,12.680156,55.387151,0.191
2019-06-20 17:09:45.275,12.743758,55.349059,0.195
2019-06-20 17:09:46.293,12.807229,55.310929,0.171
2019-06-30 15:08:12.488,12.49017,55.500604,0.337
2019-06-30 15:08:13.506,12.554163,55.462625,0.282
2019-06-30 15:08:14.525,12.618026,55.424608,0.326
2019-06-30 15:08:15.544,12.681757,55.386553,0.349
2019-06-30 15:08:16.562,12.745358,55.34846,0.361
2019-06-30 15:08:17.581,12.80883,55.31033,0.384
2019-07-10 13:06:43.558,12.489269,55.501903,0.531
2019-07-10 13:06:44.577,12.553266,55.463924,0.518
2019-07-10 13:06:45.596,12.617132,55.425908,0.54
2019-07-10 13:06:46.614,12.680868,55.387853,0.517
2019-07-10 13:06:47.633,12.744473,55.34976,0.577
2019-07-10 13:06:48.652,12.807948,55.31163,0.57
2019-07-20 11:05:14.564,12.494858,55.500792,0.456
2019-07-20 11:05:15.582,12.558848,55.462811,0.403
2019-07-20 11:05:16.601,12.622707,55.424793,0.432
2019-07-20 11:05:17.620,12.686436,55.386736,0.48
2019-07-20 11:05:18.639,12.750034,55.348641,0.48
2019-07-20 11:05:19.657,12.813503,55.310508,0.5
2019-07-30 09:03:45.320,12.497149,55.501461,0.493
2019-07-30 09:03:46.339,12.561141,55.463482,0.458
2019-07-30 09:03:47.358,12.625002,55.425465,0.458
2019-07-30 09:03:48.377,12.688733,55.387409,0.47
2019-07-30 09:03:49.395,12.752333,55.349316,0.446
2019-07-30 09:03:50.414,12.815803,55.311184,0.472
2019-08-09 07:02:16.308,12.497987,55.500727,0.183
2019-08-09 07:02:17.327,12.56198,55.46275,0.132
2019-08-09 07:02:18.346,12.625841,55.424736,0.125
2019-08-09 07:02:19.364,12.689572,55.386683,0.128
2019-08-09 07:02:20.383,12.753173,55.348592,0.106
2019-08-09 07:02:21.402,12.816643,55.310463,0.174
2019-08-19 05:00:48.318,12.493806,55.499368,0.231
2019-08-19 05:00:49.336,12.557798,55.461394,0.258
2019-08-19 05:00:50.355,12.62166,55.423383,0.228
2019-08-19 05:00:51.374,12.685392,55.385333,0.28
2019-08-19 05:00:52.393,12.748993,55.347245,0.22
2019-08-19 05:00:53.411,12.812463,55.309119,0.261
2019-08-29 02:59:19.145,12.426246,55.536135,0.674
2019-08-29 02:59:20.164,12.490369,55.498201,0.396
2019-08-29 02:59:21.183,12.55436,55.460228,0.338
2019-08-29 02:59:22.201,12.618221,55.422218,0.356
2019-08-29 02:59:23.220,12.681951,55.384169,0.371
2019-08-29 02:59:24.239,12.74555,55.346083,0.389
2019-08-29 02:59:25.258,12.80902,55.307959,0.436
2019-09-17 22:56:23.603,12.489402,55.499755,0.453
2019-09-17 22:56:24.622,12.553394,55.461778,0.418
2019-09-17 22:56:25.640,12.617254,55.423764,0.426
2019-09-17 22:56:26.659,12.680983,55.385711,0.487
2019-09-17 22:56:27.678,12.744583,55.347621,0.512
2019-09-17 22:56:28.697,12.808052,55.309492,0.548
2019-09-27 20:54:55.328,12.490085,55.500839,0.503
2019-09-27 20:54:56.346,12.554079,55.462861,0.462
2019-09-27 20:54:57.365,12.617942,55.424845,0.473
2019-09-27 20:54:58.384,12.681675,55.386791,0.482
2019-09-27 20:54:59.403,12.745277,55.348699,0.483
2019-09-27 20:55:00.421,12.80875,55.310569,0.459
2019-10-07 18:53:28.997,12.616946,55.424796,0.389
2019-10-17 16:51:58.352,12.489418,55.498481,0.506
2019-10-17 16:51:59.371,12.553417,55.460503,0.543
2019-10-17 16:52:00.390,12.617285,55.422486,0.52
2019-10-17 16:52:01.408,12.681023,55.384432,0.552
2019-10-17 16:52:02.427,12.74463,55.346339,0.529
2019-10-17 16:52:03.446,12.808107,55.308209,0.577
2019-10-27 14:50:29.417,12.487171,55.498792,0.017
2019-10-27 14:50:30.436,12.551175,55.460815,0.034
2019-10-27 14:50:31.455,12.615049,55.4228,0.01
2019-10-27 14:50:32.473,12.678792,55.384746,-0.034
2019-10-27 14:50:33.492,12.742404,55.346655,-0.004
2019-10-27 14:50:34.511,12.805886,55.308525,0.092
2019-11-06 12:49:02.399,12.619913,55.422129,0.594
2019-11-06 12:49:03.418,12.68365,55.384073,0.561
2019-11-06 12:49:04.436,12.747257,55.345979,0.596
2019-11-06 12:49:05.455,12.810734,55.307847,0.605
2019-11-16 10:47:31.132,12.494753,55.501151,0.343
2019-11-16 10:47:32.151,12.558754,55.463171,0.336
2019-11-16 10:47:33.170,12.622624,55.425153,0.314
2019-11-16 10:47:34.188,12.686364,55.387097,0.363
2019-11-16 10:47:35.207,12.749973,55.349003,0.343
2019-11-16 10:47:36.226,12.813452,55.310871,0.354
2019-11-26 08:46:01.931,12.500816,55.502009,0.185
2019-11-26 08:46:02.950,12.564813,55.464029,0.202
2019-11-26 08:46:03.968,12.62868,55.42601,0.175
2019-11-26 08:46:04.987,12.692415,55.387953,0.185
2019-11-26 08:46:06.006,12.75602,55.349858,0.148
2019-11-26 08:46:07.024,12.819495,55.311725,0.224
2019-12-06 06:44:34.388,12.590778,55.45043,-0.466
2019-12-06 06:44:35.406,12.654595,55.412399,-0.417
2019-12-06 06:44:36.425,12.718281,55.37433,-0.451
2019-12-06 06:44:38.462,12.845264,55.298078,-0.406
2019-12-16 04:43:05.093,12.501172,55.50126,0.06
2019-12-16 04:43:06.112,12.565165,55.463283,0.04
2019-12-16 04:43:07.131,12.629027,55.425267,0.054
2019-12-16 04:43:08.149,12.692759,55.387213,0.073
2019-12-16 04:43:10.187,12.819831,55.310992,0.15
2019-12-26 02:41:37.027,12.497531,55.501126,0.357
2019-12-26 02:41:38.045,12.561523,55.46315,0.412
2019-12-26 02:41:39.064,12.625385,55.425135,0.375
2019-12-26 02:41:40.083,12.689116,55.387083,0.418
2019-12-26 02:41:41.101,12.752717,55.348993,0.417
2019-12-26 02:41:42.120,12.816188,55.310865,0.433
2020-01-05 00:40:08.926,12.497911,55.500477,0.699
2020-01-05 00:40:09.945,12.5619,55.4625,0.705
2020-01-05 00:40:10.963,12.625757,55.424485,0.733
2020-01-05 00:40:11.982,12.689484,55.386431,0.762
2020-01-05 00:40:13.001,12.753081,55.348339,0.803
2020-01-05 00:40:14.020,12.816547,55.31021,0.849
2020-01-14 22:38:40.785,12.497256,55.501085,0.385
2020-01-14 22:38:41.804,12.561245,55.463106,0.35
2020-01-14 22:38:42.823,12.625103,55.42509,0.315
2020-01-14 22:38:45.879,12.815894,55.310812,0.336
2020-01-24 20:37:12.564,12.494918,55.501973,0.455
2020-01-24 20:37:13.583,12.558912,55.463995,0.446
2020-01-24 20:37:14.602,12.622774,55.425979,0.469
2020-01-24 20:37:15.620,12.686506,55.387924,0.447
2020-01-24 20:37:16.639,12.750108,55.349832,0.443
2020-01-24 20:37:17.658,12.813579,55.311702,0.485
2020-02-13 16:34:15.918,12.530602,55.476367,0.597
2020-02-13 16:34:16.937,12.594522,55.438368,0.596
2020-02-13 16:34:17.956,12.65831,55.400331,0.588
2020-02-13 16:34:18.974,12.721969,55.362256,0.643
2020-02-13 16:34:19.993,12.785497,55.324143,0.682
2020-02-13 16:34:21.012,12.848895,55.285993,0.737
2020-02-23 14:32:46.255,12.493562,55.497339,0.415
2020-02-23 14:32:47.274,12.557558,55.459363,0.397
2020-02-23 14:32:48.293,12.621423,55.421349,0.409
2020-02-23 14:32:50.330,12.748761,55.345206,0.441
2020-02-23 14:32:51.349,12.812234,55.307078,0.441
2020-03-04 12:31:17.031,12.495592,55.498642,0.591
2020-03-04 12:31:18.049,12.559587,55.460666,0.585
2020-03-04 12:31:19.068,12.623452,55.422651,0.612
2020-03-04 12:31:20.087,12.687186,55.384599,0.661
2020-03-04 12:31:21.106,12.75079,55.346509,0.642
2020-03-04 12:31:22.124,12.814264,55.30838,0.674
2020-03-14 10:29:48.119,12.499476,55.499975,0.841
2020-03-14 10:29:49.138,12.563469,55.461998,0.821
2020-03-14 10:29:50.157,12.627331,55.423983,0.829
2020-03-14 10:29:51.176,12.691063,55.38593,0.872
2020-03-14 10:29:52.194,12.754664,55.347839,0.886
2020-03-14 10:29:53.213,12.818135,55.30971,0.907
2020-03-24 08:28:20.292,12.498537,55.501245,0.252
2020-03-24 08:28:21.311,12.56253,55.463269,0.243
2020-03-24 08:28:22.330,12.626391,55.425255,0.246
2020-03-24 08:28:23.348,12.690122,55.387202,0.241
2020-03-24 08:28:24.367,12.753722,55.349112,0.231
2020-03-24 08:28:25.386,12.817193,55.310984,0.243
2020-04-03 06:26:52.364,12.498527,55.499131,-0.122
2020-04-03 06:26:53.382,12.562513,55.461156,-0.169
2020-04-03 06:26:54.401,12.626368,55.423143,-0.189
2020-04-03 06:26:55.420,12.690093,55.385092,-0.178
2020-04-03 06:26:57.457,12.817151,55.308876,-0.22
2020-04-13 04:25:24.248,12.494251,55.497995,0.134
2020-04-13 04:25:25.266,12.558236,55.460023,0.101
2020-04-13 04:25:26.285,12.622091,55.422013,0.131
2020-04-13 04:25:27.304,12.685814,55.383965,0.134
2020-04-13 04:25:28.323,12.749408,55.345879,0.056
2020-04-13 04:25:29.341,12.812872,55.307755,0.156
2020-04-23 02:23:59.064,12.680092,55.38434,0.319
2020-04-23 02:24:00.083,12.743689,55.346256,0.328
2020-04-23 02:24:01.102,12.807156,55.308135,0.39
2020-05-03 00:22:27.756,12.487262,55.49969,0.309
2020-05-03 00:22:28.775,12.551252,55.461719,0.278
2020-05-03 00:22:29.793,12.615111,55.42371,0.326
2020-05-03 00:22:30.812,12.678839,55.385663,0.297
2020-05-03 00:22:31.831,12.742437,55.347578,0.304
2020-05-03 00:22:32.849,12.805904,55.309455,0.337
2020-05-12 22:20:59.570,12.490821,55.50017,0.25
2020-05-12 22:21:00.589,12.554808,55.462195,0.199
2020-05-12 22:21:01.607,12.618663,55.424182,0.19
2020-05-12 22:21:02.626,12.682388,55.38613,0.208
2020-05-12 22:21:03.645,12.745982,55.348041,0.217
2020-05-12 22:21:04.663,12.809446,55.309914,0.22
2020-05-22 20:19:31.397,12.492526,55.501487,0.574
2020-05-22 20:19:32.415,12.556514,55.463509,0.567
2020-05-22 20:19:33.434,12.620371,55.425493,0.552
2020-05-22 20:19:34.453,12.684097,55.387439,0.577
2020-05-22 20:19:35.471,12.747693,55.349347,0.557
2020-05-22 20:19:36.490,12.811159,55.311217,0.588
2020-06-11 16:16:36.710,12.619304,55.424676,0.515
2020-06-11 16:16:37.729,12.683034,55.38662,0.524
2020-06-11 16:16:38.748,12.746635,55.348526,0.559
2020-06-11 16:16:39.766,12.810105,55.310394,0.552
2020-06-21 14:15:05.915,12.489529,55.500902,0.292
2020-06-21 14:15:06.933,12.553526,55.462923,0.267
2020-06-21 14:15:07.952,12.617392,55.424906,0.272
2020-06-21 14:15:08.971,12.681127,55.386851,0.28
2020-06-21 14:15:09.989,12.744732,55.348758,0.298
2020-06-21 14:15:11.008,12.808207,55.310627,0.362
2020-07-01 12:13:37.054,12.492966,55.499535,0.122
2020-07-01 12:13:38.073,12.556958,55.461555,0.113
2020-07-01 12:13:39.091,12.62082,55.423536,0.088
2020-07-01 12:13:40.110,12.68455,55.38548,0.108
2020-07-01 12:13:41.129,12.748151,55.347385,0.096
2020-07-01 12:13:42.147,12.811621,55.309252,0.162
2020-07-11 10:12:07.995,12.495098,55.500687,0.278
2020-07-11 10:12:09.013,12.559092,55.462707,0.284
2020-07-11 10:12:10.032,12.622955,55.424689,0.271
2020-07-11 10:12:11.051,12.686688,55.386633,0.272
2020-07-11 10:12:12.069,12.75029,55.348538,0.31
2020-07-11 10:12:13.088,12.813762,55.310406,0.315
2020-07-21 08:10:38.747,12.499978,55.50024,0.394
2020-07-21 08:10:39.766,12.563969,55.46226,0.371
2020-07-21 08:10:40.785,12.62783,55.424241,0.361
2020-07-21 08:10:41.803,12.69156,55.386185,0.347
2020-07-21 08:10:42.822,12.755159,55.348091,0.303
2020-07-21 08:10:43.841,12.818629,55.309959,0.336
2020-07-31 06:09:10.403,12.498202,55.499113,0.325
2020-07-31 06:09:11.422,12.562192,55.461135,0.344
2020-07-31 06:09:12.441,12.626051,55.423119,0.301
2020-07-31 06:09:13.460,12.68978,55.385064,0.347
2020-07-31 06:09:14.478,12.753378,55.346972,0.318
2020-07-31 06:09:15.497,12.816847,55.308842,0.341
2020-08-10 04:07:44.251,12.619603,55.423049,0.573
2020-08-10 04:07:47.308,12.810413,55.308784,0.615
2020-08-20 02:06:13.994,12.490023,55.497215,0.294
2020-08-20 02:06:15.013,12.554015,55.459241,0.29
2020-08-20 02:06:16.032,12.617876,55.421228,0.278
2020-08-20 02:06:17.051,12.681606,55.383177,0.314
2020-08-20 02:06:18.069,12.745206,55.345088,0.311
2020-08-20 02:06:19.088,12.808676,55.306962,0.368
2020-08-30 00:04:45.718,12.487832,55.498517,0.303
2020-08-30 00:04:46.736,12.551828,55.460541,0.3
2020-08-30 00:04:47.755,12.615692,55.422528,0.328
2020-08-30 00:04:48.774,12.679426,55.384476,0.341
2020-08-30 00:04:49.793,12.743029,55.346387,0.336
2020-08-30 00:04:50.811,12.806503,55.308259,0.382
2020-09-08 22:03:17.743,12.504427,55.490923,0.507
2020-09-08 22:03:18.761,12.568392,55.452936,0.489
2020-09-08 22:03:19.780,12.632227,55.41491,0.458
2020-09-08 22:03:20.799,12.695932,55.376847,0.493
2020-09-08 22:03:21.818,12.759506,55.338745,0.471
2020-09-08 22:03:22.836,12.82295,55.300606,0.54
2020-09-18 20:01:49.480,12.504312,55.49287,0.348
2020-09-18 20:01:50.499,12.568284,55.454881,0.299
2020-09-18 20:01:51.518,12.632125,55.416854,0.35
2020-09-18 20:01:52.536,12.695836,55.37879,0.336
2020-09-18 20:01:53.555,12.759416,55.340687,0.333
2020-09-18 20:01:54.574,12.822867,55.302546,0.404
2020-09-28 18:00:21.036,12.506284,55.491319,0.507
2020-09-28 18:00:22.055,12.570255,55.453328,0.533
2020-09-28 18:00:23.073,12.634096,55.4153,0.507
2020-09-28 18:00:24.092,12.697807,55.377233,0.535
2020-09-28 18:00:25.111,12.761386,55.339129,0.548
2020-09-28 18:00:26.130,12.824836,55.300986,0.549
2020-10-08 15:58:52.230,12.503366,55.490644,0.237
2020-10-08 15:58:53.249,12.567343,55.452655,0.195
2020-10-08 15:58:54.268,12.63119,55.414627,0.175
2020-10-08 15:58:55.286,12.694905,55.376562,0.227
2020-10-08 15:58:56.305,12.75849,55.338458,0.14
2020-10-08 15:58:57.324,12.821945,55.300317,0.23
2020-10-18 13:57:23.264,12.503894,55.489099,0.438
2020-10-18 13:57:24.283,12.567869,55.451109,0.411
2020-10-18 13:57:25.301,12.631713,55.41308,0.421
2020-10-18 13:57:26.320,12.695426,55.375013,0.41
2020-10-18 13:57:27.339,12.759009,55.336909,0.433
2020-10-18 13:57:28.358,12.822462,55.298766,0.403
2020-11-07 09:54:25.984,12.509482,55.491339,0.455
2020-11-07 09:54:27.002,12.573452,55.453346,0.488
2020-11-07 09:54:28.021,12.637291,55.415314,0.482
2020-11-07 09:54:29.040,12.701,55.377245,0.565
2020-11-07 09:54:30.058,12.764578,55.339138,0.521
2020-11-07 09:54:31.077,12.828026,55.300993,0.547
2020-11-17 07:52:57.810,12.510819,55.492958,0.364
2020-11-17 07:52:58.829,12.574788,55.454965,0.371
2020-11-17 07:52:59.848,12.638626,55.416934,0.333
2020-11-17 07:53:00.866,12.702333,55.378864,0.374
2020-11-17 07:53:01.885,12.76591,55.340757,0.328
2020-11-17 07:53:02.904,12.829357,55.302611,0.365
2020-11-27 05:51:30.511,12.575975,55.454701,0.705
2020-11-27 05:51:31.530,12.639809,55.416671,0.719
2020-11-27 05:51:32.548,12.703513,55.378602,0.746
2020-11-27 05:51:33.567,12.767087,55.340496,0.736
2020-11-27 05:51:34.586,12.83053,55.302351,0.761
2020-12-07 03:50:00.946,12.507555,55.493718,0.509
2020-12-07 03:50:01.964,12.571526,55.455729,0.508
2020-12-07 03:50:02.983,12.635365,55.417702,0.503
2020-12-07 03:50:04.002,12.699074,55.379637,0.506
2020-12-07 03:50:05.020,12.762652,55.341534,0.554
2020-12-07 03:50:06.039,12.826101,55.303393,0.553
2020-12-17 01:48:32.306,12.50587,55.493042,0.16
2020-12-17 01:48:33.325,12.569839,55.455055,0.131
2020-12-17 01:48:34.343,12.633678,55.417029,0.15
2020-12-17 01:48:35.362,12.697385,55.378965,0.153
2020-12-17 01:48:36.381,12.760963,55.340863,0.116
2020-12-17 01:48:37.400,12.82441,55.302724,0.196
2020-12-26 23:47:03.645,12.506848,55.492487,0.151
2020-12-26 23:47:04.664,12.570816,55.454499,0.096
2020-12-26 23:47:05.682,12.634653,55.416473,0.143
2020-12-26 23:47:06.701,12.69836,55.378408,0.102
2020-12-26 23:47:08.738,12.825382,55.302167,0.134
2021-01-05 21:45:34.978,12.509377,55.492299,0.581
2021-01-05 21:45:35.997,12.573345,55.45431,0.579
2021-01-05 21:45:37.016,12.637182,55.416283,0.576
2021-01-05 21:45:38.034,12.700888,55.378217,0.616
2021-01-05 21:45:39.053,12.764464,55.340114,0.603
2021-01-05 21:45:40.072,12.82791,55.301973,0.626
2021-01-15 19:44:07.181,12.57499,55.454038,0.458
2021-01-15 19:44:08.199,12.638829,55.416011,0.465
2021-01-15 19:44:09.218,12.702537,55.377945,0.449
2021-01-15 19:44:10.237,12.766115,55.339842,0.458
2021-01-15 19:44:11.255,12.829563,55.301701,0.468
2021-01-25 17:42:37.020,12.514658,55.490163,0.307
2021-01-25 17:42:38.038,12.578625,55.452173,0.29
2021-01-25 17:42:39.057,12.642462,55.414145,0.297
2021-01-25 17:42:40.076,12.706168,55.376079,0.302
2021-01-25 17:42:41.095,12.769744,55.337975,0.254
2021-01-25 17:42:42.113,12.833189,55.299833,0.294
2021-02-04 15:41:07.602,12.513252,55.490645,0.454
2021-02-04 15:41:08.621,12.577226,55.452657,0.473
2021-02-04 15:41:09.640,12.641069,55.414631,0.432
2021-02-04 15:41:10.659,12.704781,55.376567,0.467
2021-02-04 15:41:11.677,12.768363,55.338466,0.443
2021-02-04 15:41:12.696,12.831816,55.300326,0.453
2021-02-14 13:39:41.740,12.637838,55.413741,0.084
2021-02-24 11:38:11.714,12.507813,55.490567,0.105
2021-02-24 11:38:12.732,12.571784,55.45258,0.064
2021-02-24 11:38:13.751,12.635623,55.414555,0.064
2021-02-24 11:38:14.770,12.699333,55.376492,0.046
2021-02-24 11:38:15.788,12.762912,55.338391,0.094
2021-02-24 11:38:16.807,12.826361,55.300252,0.092
2021-03-06 09:36:43.667,12.508551,55.491429,0.017
2021-03-06 09:36:44.686,12.572519,55.453442,-0.003
2021-03-06 09:36:45.705,12.636355,55.415418,0.04
2021-03-06 09:36:46.724,12.700062,55.377355,0.064
2021-03-06 09:36:47.742,12.763638,55.339254,0.012
2021-03-06 09:36:48.761,12.827084,55.301116,0.025
2021-03-16 07:35:15.459,12.510524,55.491564,0.43
2021-03-16 07:35:16.477,12.574488,55.453578,0.407
2021-03-16 07:35:17.496,12.63832,55.415554,0.439
2021-03-16 07:35:18.515,12.702023,55.377492,0.412
2021-03-16 07:35:19.533,12.765595,55.339392,0.409
2021-03-16 07:35:20.552,12.829037,55.301255,0.451
2021-03-26 05:33:47.029,12.50925,55.491886,0.335
2021-03-26 05:33:48.048,12.573214,55.453903,0.363
2021-03-26 05:33:49.066,12.637047,55.415882,0.373
2021-03-26 05:33:50.085,12.700749,55.377823,0.391
2021-03-26 05:33:51.104,12.764322,55.339725,0.383
2021-03-26 05:33:52.122,12.827764,55.30159,0.44
2021-04-05 03:32:18.429,12.507325,55.490883,-0.102
2021-04-05 03:32:19.448,12.571286,55.452902,-0.13
2021-04-05 03:32:20.467,12.635117,55.414883,-0.193
2021-04-05 03:32:22.504,12.762387,55.33873,-0.253
2021-04-05 03:32:23.523,12.825827,55.300597,-0.144
2021-04-15 01:30:50.754,12.567937,55.453387,0.502
2021-04-15 01:30:51.772,12.631769,55.415369,0.504
2021-04-15 01:30:52.791,12.695471,55.377313,0.523
2021-04-15 01:30:53.810,12.759042,55.339219,0.575
2021-04-15 01:30:54.829,12.822483,55.301087,0.547
2021-05-04 21:27:52.527,12.509264,55.493242,0.217
2021-05-04 21:27:53.546,12.573227,55.455258,0.201
2021-05-04 21:27:54.565,12.637058,55.417235,0.218
2021-05-04 21:27:55.583,12.700759,55.379174,0.24
2021-05-04 21:27:56.602,12.764329,55.341075,0.262
2021-05-04 21:27:57.621,12.82777,55.302939,0.307
2021-05-14 19:26:25.765,12.57481,55.455815,0.457
2021-05-14 19:26:26.784,12.638642,55.417789,0.434
2021-05-14 19:26:27.803,12.702343,55.379726,0.465
2021-05-14 19:26:28.821,12.765914,55.341625,0.519
2021-05-14 19:26:29.840,12.829355,55.303486,0.521
2021-05-24 17:24:56.799,12.51026,55.493418,0.447
2021-05-24 17:24:57.817,12.574224,55.45543,0.454
2021-05-24 17:24:58.836,12.638056,55.417404,0.463
2021-05-24 17:24:59.855,12.701758,55.379339,0.487
2021-05-24 17:25:00.874,12.76533,55.341237,0.475
2021-05-24 17:25:01.892,12.828771,55.303096,0.494
2021-06-03 15:23:28.527,12.507278,55.493051,0.308
2021-06-03 15:23:29.545,12.571244,55.455063,0.274
2021-06-03 15:23:30.564,12.635079,55.417037,0.3
2021-06-03 15:23:31.583,12.698783,55.378973,0.306
2021-06-03 15:23:32.601,12.762357,55.340871,0.325
2021-06-03 15:23:33.620,12.825801,55.302731,0.317
2021-06-13 13:22:00.060,12.506587,55.491884,0.228
2021-06-13 13:22:01.078,12.570551,55.453895,0.159
2021-06-13 13:22:02.097,12.634384,55.415869,0.163
2021-06-13 13:22:03.116,12.698086,55.377804,0.204
2021-06-13 13:22:04.135,12.761658,55.339701,0.242
2021-06-13 13:22:05.153,12.8251,55.301561,0.22
2021-06-23 11:20:31.423,12.505924,55.491831,0.293
2021-06-23 11:20:36.516,12.824438,55.301512,0.312
2021-07-13 07:17:33.649,12.50935,55.491734,0.358
2021-07-13 07:17:34.667,12.573314,55.453749,0.402
2021-07-13 07:17:35.686,12.637148,55.415726,0.356
2021-07-13 07:17:36.705,12.70085,55.377665,0.402
2021-07-13 07:17:37.724,12.764423,55.339567,0.393
2021-07-13 07:17:38.742,12.827865,55.30143,0.396
2021-07-23 05:16:05.576,12.573176,55.453752,0.382
2021-07-23 05:16:06.595,12.637011,55.415732,0.404
2021-07-23 05:16:07.613,12.700715,55.377674,0.396
2021-08-02 03:14:36.529,12.508177,55.489744,0.353
2021-08-02 03:14:37.548,12.572137,55.451762,0.324
2021-08-02 03:14:38.567,12.635966,55.413741,0.311
2021-08-02 03:14:39.586,12.699665,55.375683,0.302
2021-08-02 03:14:40.604,12.763233,55.337586,0.329
2021-08-02 03:14:41.623,12.826672,55.299452,0.336
2021-08-12 01:13:09.393,12.56909,55.452373,0.3
2021-08-12 01:13:10.412,12.632921,55.414352,0.28
2021-08-12 01:13:11.431,12.696622,55.376294,0.308
2021-08-12 01:13:12.449,12.760192,55.338198,0.32
2021-08-12 01:13:13.468,12.823633,55.300063,0.344
