datetime,longitude,latitude,water_level,quality_water_level
2021-09-02 14:07:55,12.669058,55.290485,0.442,1
2021-09-02 14:07:56,12.731291,55.327936,0.443,1
2021-09-10 19:09:13,12.507243,55.491673,0.276,1
2021-09-10 19:09:14,12.570039,55.454385,0.278,1
2021-09-10 19:09:15,12.632709,55.417059,0.301,1
2021-09-10 19:09:18,12.819963,55.304864,0.339,1
2021-09-12 12:06:27,12.679949,55.296038,0.226,1
2021-09-20 17:07:50,12.838666,55.292595,0.447,1
2021-09-22 10:04:59,12.700414,55.307389,0.241,1
2021-09-30 15:06:16,12.496378,55.49575,0.149,1
2021-09-30 15:06:17,12.559192,55.458467,0.138,1
2021-09-30 15:06:18,12.62188,55.421146,0.146,1
2021-09-30 15:06:21,12.809189,55.308965,0.077,1
2021-10-02 08:03:30,12.6719,55.290868,0.236,1
2021-10-02 08:03:31,12.734141,55.328317,0.214,1
2021-10-10 13:04:47,12.478999,55.505765,0.217,1
2021-10-10 13:04:48,12.541845,55.468491,0.198,1
2021-10-10 13:04:49,12.604565,55.431179,0.222,1
2021-10-10 13:04:50,12.667159,55.39383,0.187,1
2021-10-10 13:04:51,12.729628,55.356445,0.176,1
2021-10-10 13:04:52,12.791971,55.319024,0.165,1
2021-10-10 13:04:53,12.854189,55.281566,0.241,1
2021-10-12 06:02:01,12.653816,55.282572,0.273,1
2021-10-12 06:02:02,12.716026,55.320031,0.293,1
2021-10-20 11:03:19,12.526489,55.479447,0.106,1
2021-10-20 11:03:20,12.589242,55.442144,0.126,1
2021-10-20 11:03:21,12.651869,55.404804,0.129,1
2021-10-20 11:03:24,12.838996,55.292564,0.177,1
2021-10-22 04:00:33,12.697147,55.311392,0.072,1
2021-10-30 09:01:50,12.503382,55.496258,0.505,1
2021-10-30 09:01:51,12.566188,55.458969,0.471,1
2021-10-30 09:01:52,12.628867,55.421643,0.495,1
2021-10-30 09:01:53,12.69142,55.384281,0.505,1
2021-10-30 09:01:55,12.81615,55.309447,0.548,1
2021-11-01 01:59:04,12.671309,55.296417,0.754,1
2021-11-01 01:59:05,12.733557,55.333867,0.759,1
2021-11-09 07:00:22,12.539888,55.476868,0.495,1
2021-11-09 07:00:23,12.602625,55.439559,0.522,1
2021-11-09 07:00:24,12.665236,55.402214,0.569,1
2021-11-09 07:00:25,12.727722,55.364832,0.548,1
2021-11-09 07:00:27,12.852317,55.289959,0.596,1
2021-11-10 23:57:36,12.707295,55.316986,0.475,1
2021-11-19 04:58:53,12.517494,55.490797,0.389,1
2021-11-19 04:58:54,12.58028,55.453504,0.405,1
2021-11-19 04:58:55,12.642938,55.416173,0.402,1
2021-11-19 04:58:56,12.705472,55.378806,0.43,1
2021-11-19 04:58:58,12.830161,55.303962,0.451,1
2021-11-20 21:56:07,12.68837,55.302921,0.201,1
2021-11-29 02:57:25,12.544928,55.473259,0.786,1
2021-11-29 02:57:26,12.607655,55.435949,0.815,1
2021-11-29 02:57:27,12.670256,55.398602,0.801,1
2021-11-29 02:57:28,12.732731,55.361219,0.823,1
2021-11-29 02:57:30,12.857306,55.286343,0.845,1
2021-11-30 19:54:39,12.70857,55.314842,0.916,1
2021-12-09 00:55:56,12.484474,55.506395,0.312,1
2021-12-09 00:55:57,12.547314,55.469119,0.293,1
2021-12-09 00:55:58,12.610028,55.431805,0.313,1
2021-12-09 00:55:59,12.672616,55.394455,0.3,1
2021-12-09 00:56:01,12.797415,55.319646,0.311,1
2021-12-09 00:56:02,12.859627,55.282186,0.384,1
2021-12-18 22:54:28,12.491453,55.500857,0.086,1
2021-12-18 22:54:29,12.554274,55.463575,0.064,1
2021-12-18 22:54:30,12.61697,55.426256,0.057,1
2021-12-18 22:54:31,12.679539,55.388901,0.092,1
2021-12-18 22:54:33,12.804301,55.31408,0.077,1
2021-12-28 20:53:00,12.500019,55.494785,0.185,1
2021-12-28 20:53:01,12.562822,55.457498,0.224,1
2021-12-28 20:53:02,12.625499,55.420174,0.209,1
2021-12-28 20:53:03,12.68805,55.382813,0.247,1
2021-12-28 20:53:05,12.812776,55.307982,0.241,1
2021-12-30 13:50:14,12.666416,55.29321,0.165,1
2021-12-30 13:50:15,12.728659,55.330663,0.163,1
2022-01-07 18:51:32,12.515911,55.483705,0.43,1
2022-01-07 18:51:33,12.578681,55.446409,0.449,1
2022-01-07 18:51:34,12.641325,55.409076,0.48,1
2022-01-07 18:51:35,12.703844,55.371706,0.495,1
2022-01-07 18:51:37,12.828504,55.296858,0.526,1
2022-01-09 11:48:46,12.688043,55.303393,0.739,1
2022-01-17 16:50:03,12.481653,55.50235,0.97,1
2022-01-17 16:50:04,12.544491,55.465074,0.944,1
2022-01-17 16:50:05,12.607202,55.427762,0.954,1
2022-01-17 16:50:07,12.732247,55.353026,1.039,1
2022-01-17 16:50:08,12.794581,55.315604,1.08,1
2022-01-19 09:47:17,12.660651,55.283898,0.295,1
2022-01-19 09:47:18,12.722875,55.321354,0.268,1
2022-01-27 14:48:34,12.468884,55.509707,0.043,1
2022-01-27 14:48:35,12.531747,55.472438,0.047,1
2022-01-27 14:48:36,12.594484,55.435133,0.006,1
2022-01-27 14:48:37,12.657094,55.397791,0.005,1
2022-01-27 14:48:40,12.844173,55.285547,0.087,1
2022-01-29 07:45:49,12.712621,55.314743,0.244,1
2022-02-06 12:47:05,12.474711,55.508496,0.522,1
2022-02-06 12:47:06,12.537567,55.471225,0.46,1
2022-02-06 12:47:07,12.600296,55.433917,0.444,1
2022-02-06 12:47:08,12.6629,55.396573,0.47,1
2022-02-06 12:47:09,12.725378,55.359192,0.455,1
2022-02-06 12:47:10,12.78773,55.321774,0.45,1
2022-02-06 12:47:11,12.849957,55.284321,0.49,1
2022-02-08 05:44:20,12.716096,55.318039,0.624,1
2022-02-16 10:45:36,12.48245,55.50723,0.39,1
2022-02-16 10:45:37,12.545297,55.469956,0.426,1
2022-02-16 10:45:38,12.608018,55.432646,0.446,1
2022-02-16 10:45:39,12.670614,55.395299,0.444,1
2022-02-16 10:45:40,12.733083,55.357915,0.432,1
2022-02-16 10:45:41,12.795427,55.320495,0.43,1
2022-02-16 10:45:42,12.857647,55.283038,0.495,1
2022-02-18 03:42:50,12.658291,55.2838,0.257,1
2022-02-18 03:42:51,12.720505,55.321261,0.279,1
2022-02-26 08:44:09,12.609579,55.434201,0.925,1
2022-02-26 08:44:10,12.672178,55.396856,0.963,1
2022-02-26 08:44:11,12.734651,55.359474,1.0,1
2022-02-26 08:44:13,12.859221,55.2846,1.01,1
2022-02-28 01:41:21,12.661427,55.283677,0.709,1
2022-02-28 01:41:22,12.723639,55.321138,0.717,1
2022-03-09 23:39:53,12.71559,55.313021,0.577,1
2022-03-18 04:41:10,12.476418,55.511513,0.094,1
2022-03-18 04:41:11,12.539281,55.474248,0.068,1
2022-03-18 04:41:12,12.602018,55.436946,0.078,1
2022-03-18 04:41:13,12.664629,55.399606,0.091,1
2022-03-18 04:41:14,12.727115,55.362231,0.059,1
2022-03-18 04:41:16,12.85171,55.28737,0.083,1
2022-03-19 21:38:25,12.712593,55.310977,0.16,1
2022-03-28 02:39:42,12.486436,55.503837,0.001,1
2022-03-28 02:39:43,12.549273,55.466564,0.005,1
2022-03-28 02:39:44,12.611983,55.429254,-0.007,1
2022-03-28 02:39:45,12.674568,55.391908,0.025,1
2022-03-28 02:39:46,12.737027,55.354525,-0.01,1
2022-03-28 02:39:47,12.79936,55.317106,0.01,1
2022-03-29 19:36:56,12.661931,55.282565,0.255,1
2022-03-29 19:36:57,12.724146,55.320022,0.257,1
2022-04-07 00:38:14,12.512446,55.48895,0.177,1
2022-04-07 00:38:15,12.575228,55.45166,0.187,1
2022-04-07 00:38:16,12.637884,55.414333,0.194,1
2022-04-07 00:38:17,12.700414,55.37697,0.171,1
2022-04-07 00:38:19,12.825098,55.302134,0.228,1
2022-04-08 17:35:28,12.684386,55.299954,0.001,1
2022-04-28 13:32:31,12.66562,55.293283,0.143,1
2022-04-28 13:32:32,12.727856,55.33074,0.144,1
2022-05-06 18:33:50,12.590601,55.447604,0.068,1
2022-05-06 18:33:51,12.653237,55.410269,0.079,1
2022-05-06 18:33:52,12.715746,55.372896,0.121,1
2022-05-08 11:31:03,12.694186,55.308279,0.282,1
2022-05-16 16:32:21,12.563065,55.463369,0.304,1
2022-05-16 16:32:22,12.625757,55.42605,0.363,1
2022-05-18 09:29:34,12.671883,55.29219,0.287,1
2022-05-18 09:29:35,12.734122,55.329644,0.282,1
2022-05-26 14:30:51,12.486636,55.507878,0.099,1
2022-05-26 14:30:52,12.549481,55.470605,0.087,1
2022-05-26 14:30:53,12.6122,55.433294,0.083,1
2022-05-26 14:30:54,12.674794,55.395947,0.071,1
2022-05-26 14:30:55,12.737261,55.358563,0.039,1
2022-05-26 14:30:57,12.86182,55.283686,0.122,1
2022-05-28 07:28:05,12.662528,55.284991,0.14,1
2022-05-28 07:28:06,12.724745,55.32245,0.147,1
2022-06-05 12:29:22,12.484288,55.5101,0.325,1
2022-06-07 05:26:36,12.659393,55.283183,0.423,1
2022-06-17 03:25:07,12.659379,55.282904,0.421,1
2022-06-17 03:25:08,12.721585,55.320366,0.411,1
2022-06-27 01:23:39,12.682201,55.295997,0.511,1
2022-06-27 01:23:40,12.744452,55.333446,0.512,1
2022-07-05 06:24:57,12.49641,55.500162,0.315,1
2022-07-05 06:24:58,12.559233,55.462885,0.311,1
2022-07-05 06:24:59,12.62193,55.425571,0.298,1
2022-07-05 06:25:00,12.684501,55.38822,0.285,1
2022-07-05 06:25:02,12.809266,55.313409,0.332,1
2022-07-06 23:22:11,12.66598,55.284715,0.286,1
2022-07-06 23:22:12,12.728198,55.322171,0.333,1
2022-07-15 04:23:29,12.485781,55.502985,0.333,1
2022-07-15 04:23:30,12.548618,55.465713,0.301,1
2022-07-15 04:23:31,12.611328,55.428405,0.321,1
2022-07-15 04:23:32,12.673913,55.391059,0.358,1
2022-07-15 04:23:33,12.736371,55.353677,0.328,1
2022-07-15 04:23:34,12.798705,55.316259,0.37,1
2022-07-16 21:20:43,12.663901,55.282216,0.622,1
2022-07-16 21:20:44,12.726114,55.319672,0.621,1
2022-07-25 02:22:01,12.495975,55.495737,0.389,1
2022-07-25 02:22:06,12.808776,55.308976,0.454,1
2022-07-26 19:19:15,12.676978,55.290686,0.259,1
2022-07-26 19:19:16,12.73922,55.328133,0.218,1
2022-08-05 17:17:47,12.700362,55.30739,0.383,1
2022-08-15 15:16:18,12.663457,55.286876,0.46,1
2022-08-15 15:16:19,12.725678,55.324332,0.476,1
2022-08-23 20:17:36,12.519874,55.486998,0.476,1
2022-08-23 20:17:37,12.582649,55.449705,0.48,1
2022-08-23 20:17:38,12.645298,55.412374,0.494,1
2022-08-23 20:17:41,12.83249,55.300164,0.546,1
2022-08-25 13:14:50,12.69036,55.302759,0.461,1
2022-09-02 18:16:08,12.548243,55.468858,0.345,1
2022-09-02 18:16:09,12.610961,55.431548,0.337,1
2022-09-02 18:16:11,12.736018,55.356818,0.401,1
2022-09-02 18:16:12,12.798359,55.319399,0.405,1
2022-09-02 18:16:13,12.860574,55.281943,0.407,1
2022-09-04 11:13:21,12.661817,55.283418,0.357,1
2022-09-04 11:13:22,12.724029,55.320876,0.408,1
2022-09-12 16:14:39,12.525292,55.480984,0.083,1
2022-09-12 16:14:40,12.588054,55.443688,0.097,1
2022-09-12 16:14:41,12.65069,55.406355,0.12,1
2022-09-12 16:14:42,12.7132,55.368985,0.108,1
2022-09-12 16:14:44,12.837845,55.294136,0.157,1
2022-09-14 09:11:53,12.706189,55.30864,0.04,1
2022-09-22 14:13:10,12.517773,55.486007,0.354,1
2022-09-22 14:13:12,12.643204,55.411386,0.355,1
2022-09-22 14:13:13,12.705731,55.37402,0.347,1
2022-09-22 14:13:15,12.830408,55.29918,0.399,1
2022-09-24 07:10:24,12.699036,55.304432,0.451,1
2022-10-02 12:11:41,12.521578,55.486741,0.204,1
2022-10-02 12:11:42,12.584354,55.449447,0.211,1
2022-10-02 12:11:43,12.647003,55.412116,0.219,1
2022-10-02 12:11:44,12.709526,55.374748,0.194,1
2022-10-02 12:11:46,12.834197,55.299902,0.267,1
2022-10-04 05:08:55,12.698028,55.306068,0.461,1
2022-10-12 10:10:14,12.65065,55.414173,0.419,1
2022-10-12 10:10:15,12.713174,55.376804,0.462,1
2022-10-12 10:10:17,12.837844,55.301956,0.514,1
2022-10-14 03:07:26,12.687265,55.301829,0.457,1
2022-10-14 03:07:27,12.749529,55.339275,0.422,1
2022-10-22 08:08:46,12.618611,55.433241,0.451,1
2022-10-22 08:08:47,12.681196,55.39589,0.479,1
2022-10-22 08:08:50,12.868197,55.283615,0.467,1
2022-10-24 01:05:59,12.707638,55.31712,0.52,1
2022-11-01 06:07:17,12.517106,55.491308,0.488,1
2022-11-01 06:07:18,12.579888,55.454015,0.486,1
2022-11-01 06:07:19,12.642544,55.416685,0.48,1
2022-11-01 06:07:20,12.705074,55.379318,0.52,1
2022-11-01 06:07:22,12.829758,55.304476,0.557,1
2022-11-02 23:04:31,12.673295,55.29691,0.352,1
2022-11-11 04:05:49,12.490462,55.503359,0.185,1
2022-11-11 04:05:50,12.553289,55.466081,0.155,1
2022-11-11 04:05:51,12.61599,55.428766,0.147,1
2022-11-11 04:05:52,12.678565,55.391414,0.159,1
2022-11-11 04:05:54,12.803337,55.316601,0.165,1
2022-11-21 02:04:21,12.479614,55.50685,0.362,1
2022-11-21 02:04:22,12.542455,55.469576,0.323,1
2022-11-21 02:04:23,12.605169,55.432266,0.308,1
2022-11-21 02:04:24,12.667758,55.39492,0.354,1
2022-11-21 02:04:25,12.730221,55.357537,0.349,1
2022-11-21 02:04:26,12.792559,55.320117,0.398,1
2022-11-21 02:04:27,12.854772,55.282661,0.425,1
2022-11-22 19:01:35,12.649035,55.28156,0.544,1
2022-11-22 19:01:36,12.711238,55.319021,0.557,1
2022-12-01 00:02:54,12.54212,55.467918,0.222,1
2022-12-01 00:02:55,12.604829,55.430607,0.228,1
2022-12-01 00:02:56,12.667412,55.393258,0.251,1
2022-12-01 00:02:57,12.729869,55.355873,0.223,1
2022-12-01 00:02:58,12.7922,55.318452,0.232,1
2022-12-01 00:02:59,12.854407,55.280994,0.251,1
2022-12-02 17:00:07,12.649103,55.283489,0.355,1
2022-12-02 17:00:08,12.711313,55.320947,0.378,1
2022-12-10 22:01:25,12.515992,55.484356,0.199,1
2022-12-10 22:01:26,12.578755,55.447059,0.228,1
2022-12-10 22:01:27,12.641391,55.409725,0.263,1
2022-12-10 22:01:28,12.703902,55.372355,0.255,1
2022-12-10 22:01:30,12.828547,55.297504,0.266,1
2022-12-12 14:58:39,12.692242,55.31016,0.506,1
2022-12-20 19:59:56,12.5228,55.481753,0.069,1
2022-12-20 19:59:57,12.585555,55.444454,0.063,1
2022-12-20 19:59:58,12.648185,55.407118,0.049,1
2022-12-20 20:00:01,12.835318,55.294891,0.072,1
2022-12-30 17:58:26,12.478643,55.508271,0.468,1
2022-12-30 17:58:27,12.541494,55.471,0.324,1
2022-12-30 17:58:28,12.604218,55.433693,0.316,1
2022-12-30 17:58:29,12.666816,55.396349,0.33,1
2022-12-30 17:58:30,12.729289,55.358968,0.347,1
2022-12-30 17:58:31,12.791636,55.321551,0.354,1
2022-12-30 17:58:32,12.853857,55.284098,0.369,1
2023-01-01 10:55:40,12.663183,55.285701,0.269,1
2023-01-01 10:55:41,12.725405,55.323157,0.286,1
2023-01-09 15:56:57,12.514245,55.48728,0.454,1
2023-01-09 15:56:59,12.639689,55.412667,0.482,1
2023-01-09 15:57:00,12.702222,55.375306,0.495,1
2023-01-09 15:57:02,12.826912,55.300473,0.525,1
2023-01-11 08:54:11,12.708227,55.307101,0.362,1
2023-01-19 13:55:28,12.538827,55.474248,0.519,1
2023-01-19 13:55:29,12.601569,55.436947,0.48,1
2023-01-19 13:55:30,12.664185,55.39961,0.546,1
2023-01-19 13:55:31,12.726675,55.362236,0.502,1
2023-01-19 13:55:33,12.851278,55.287378,0.56,1
2023-01-21 06:52:42,12.708684,55.305891,0.663,1
2023-01-29 11:54:00,12.509647,55.49168,0.206,1
2023-01-29 11:54:01,12.572442,55.454394,0.172,1
2023-01-29 11:54:02,12.635111,55.417071,0.197,1
2023-01-29 11:54:03,12.697655,55.379711,0.234,1
2023-01-29 11:54:05,12.822365,55.304883,0.219,1
2023-01-31 04:51:14,12.676324,55.290685,0.513,1
2023-01-31 04:51:15,12.738564,55.328135,0.52,1
2023-02-08 09:52:33,12.545471,55.471968,0.305,1
2023-02-08 09:52:34,12.608193,55.43466,0.309,1
2023-02-08 09:52:35,12.670789,55.397315,0.33,1
2023-02-08 09:52:36,12.73326,55.359933,0.32,1
2023-02-08 09:52:38,12.857825,55.285061,0.356,1
2023-02-10 02:49:47,12.705946,55.312576,-0.075,1
2023-02-18 07:51:05,12.52153,55.485579,0.177,1
2023-02-18 07:51:06,12.584296,55.448284,0.137,1
2023-02-18 07:51:07,12.646937,55.410953,0.139,1
2023-02-18 07:51:08,12.709451,55.373585,0.181,1
2023-02-18 07:51:10,12.834105,55.298739,0.234,1
2023-02-20 00:48:19,12.683625,55.300534,0.337,1
2023-03-01 22:46:51,12.676187,55.295804,0.445,1
2023-03-10 03:48:09,12.506622,55.487128,0.35,1
2023-03-10 03:48:10,12.569401,55.44984,0.345,1
2023-03-10 03:48:11,12.632053,55.412515,0.386,1
2023-03-10 03:48:12,12.69458,55.375154,0.365,1
2023-03-11 20:45:23,12.685025,55.301319,0.352,1
2023-03-20 01:46:40,12.467014,55.509921,0.376,1
2023-03-20 01:46:41,12.529868,55.472655,0.384,1
2023-03-20 01:46:42,12.592596,55.435352,0.35,1
2023-03-20 01:46:43,12.655198,55.398012,0.37,1
2023-03-20 01:46:44,12.717674,55.360636,0.414,1
2023-03-20 01:46:45,12.780025,55.323223,0.442,1
2023-03-20 01:46:46,12.84225,55.285774,0.454,1
2023-03-21 18:43:54,12.647412,55.280966,0.397,1
2023-03-21 18:43:55,12.709616,55.318425,0.423,1
2023-03-29 23:45:12,12.505049,55.49045,0.443,1
2023-03-29 23:45:13,12.567831,55.453161,0.438,1
2023-03-31 16:42:26,12.67944,55.303026,0.641,1
2023-03-31 16:42:27,12.741712,55.340467,0.628,1
2023-04-10 14:40:57,12.651418,55.287837,0.224,1
2023-04-10 14:40:58,12.713633,55.325296,0.222,1
2023-04-18 19:42:14,12.462314,55.522554,0.265,1
2023-04-20 12:39:29,12.692616,55.311831,0.219,1
2023-04-28 17:40:47,12.577776,55.454242,0.154,1
2023-04-28 17:40:48,12.640431,55.416913,0.176,1
2023-04-28 17:40:51,12.827644,55.304707,0.218,1
2023-04-30 10:38:00,12.687476,55.305622,0.142,1
2023-05-08 15:39:17,12.520269,55.487379,0.175,1
2023-05-08 15:39:18,12.583042,55.450086,0.175,1
2023-05-08 15:39:19,12.64569,55.412755,0.168,1
2023-05-08 15:39:20,12.708211,55.375388,0.164,1
2023-05-08 15:39:22,12.832878,55.300545,0.214,1
2023-05-10 08:36:31,12.699574,55.309385,0.306,1
2023-05-18 13:37:48,12.541541,55.474714,0.123,1
2023-05-18 13:37:50,12.666882,55.400068,0.138,1
2023-05-18 13:37:51,12.729365,55.36269,0.181,1
2023-05-18 13:37:53,12.853953,55.287825,0.235,1
2023-05-20 06:35:01,12.663659,55.28489,0.228,1
2023-05-20 06:35:02,12.725873,55.322348,0.282,1
2023-05-30 04:33:33,12.701839,55.307507,0.275,1
2023-06-09 02:32:06,12.749381,55.337662,0.476,1
2023-06-27 05:31:55,12.523082,55.482728,0.11,1
2023-06-27 05:31:56,12.585844,55.445434,0.108,1
2023-06-27 05:31:57,12.64848,55.408102,0.118,1
2023-06-27 05:31:58,12.71099,55.370735,0.117,1
2023-06-27 05:32:00,12.835634,55.295889,0.163,1
2023-06-28 22:29:09,12.697763,55.305954,0.326,1
2023-07-07 03:30:28,12.61264,55.427559,0.298,1
2023-07-07 03:30:29,12.67522,55.390213,0.35,1
2023-07-07 03:30:30,12.737674,55.35283,0.371,1
2023-07-07 03:30:31,12.800003,55.315411,0.408,1
